,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,preprocessed_text,predict_directed,predict_emotion,positive,negative,predict_positive,predict_negative
5485,RT @mention Apple's taking old iPads for Teach For America (user gets a tax write-off) when you buy a new iPad. Kinda cool. #sxsw,Apple,Positive emotion,"['mention', 'appl', 'take', 'old', 'ipad', 'teach', 'america', 'user', 'get', 'tax', 'write', 'buy', 'new', 'ipad', 'kinda', 'cool', 'sxsw']",Ipad,Positive emotion,1,0,1,0
5486,"RT @mention Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",Android App,Positive emotion,"['mention', 'arduino', 'android', 'flame', 'skull', 'link', 'refriger', 'speak', 'salon', '30pm', 'mention', 'mention', 'sxsw', 'smartth']",Android,No emotion,1,0,0,0
5487,"RT @mention Arduino + android = Flaming skulls {link} The Refrigerator Speaks , Salon K, 3:30pm  @mention @mention  #sxsw #smartthings",,No emotion toward brand or product,"['mention', 'arduino', 'android', 'flame', 'skull', 'link', 'refriger', 'speak', 'salon', '30pm', 'mention', 'mention', 'sxsw', 'smartth']",Android,No emotion,0,0,0,0
5488,RT @mention Are you at #sxsw? Check out #Tokii in the the Maple Leaf Digital Lounge {link} www.tokii.com,,No emotion toward brand or product,"['mention', 'sxsw', 'check', 'tokii', 'mapl', 'leaf', 'digit', 'loung', 'link', 'www', 'tokii', 'com']",,No emotion,0,0,0,0
5489,RT @mention Are you attending the #SXSW and want to explore #Austin ? Check out @mention for Austin {link},,No emotion toward brand or product,"['mention', 'attend', 'sxsw', 'want', 'explor', 'austin', 'check', 'mention', 'austin', 'link']",,No emotion,0,0,0,0
5490,"RT @mention Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",iPad,Positive emotion,"['mention', 'go', 'sxsw', 'wish', 'could', 'purchas', 'ipad', 'worri', 'link', 'well', 'play', 'appl', 'well', 'play']",Ipad,No emotion,1,0,0,0
5491,RT @mention are you going to check out the #Apple pop-up shop during #sxsw #sxswi? let us know! {link} #ipad2,,No emotion toward brand or product,"['mention', 'go', 'check', 'appl', 'pop', 'shop', 'sxsw', 'sxswi', 'let', 'know', 'link', 'ipad2']",Apple,No emotion,0,0,0,0
5492,RT @mention Are you stupid at #sxsw ? Find it out with your #Mac and our game {link} or via your #iPad 1&amp;2 {link},,No emotion toward brand or product,"['mention', 'stupid', 'sxsw', 'find', 'mac', 'game', 'link', 'via', 'ipad', 'amp', 'link']",Ipad,No emotion,0,0,0,0
5493,RT @mention Aron Pilhofer from NY Times just endorsed HTML over iPad at #NewsApps #sxsw and asked us not to tweet what he actually said!,,No emotion toward brand or product,"['mention', 'aron', 'pilhof', 'time', 'endors', 'html', 'ipad', 'newsapp', 'sxsw', 'ask', 'tweet', 'actual', 'said']",Ipad,No emotion,0,0,0,0
5494,"RT @mention Arriving in the US for #sxsw, will be looking for a MicroSIM for data in my iPhone // recommendations @mention",,No emotion toward brand or product,"['mention', 'arriv', 'sxsw', 'look', 'microsim', 'data', 'iphon', 'recommend', 'mention']",Iphone,No emotion,0,0,0,0
5495,"RT @mention as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",Google,Positive emotion,"['mention', 'search', 'sxsw', 'via', 'twitter', 'work', 'check', 'googl', 'real', 'time', 'search', 'least', 'get', 'result', 'sxsw']",Google,No emotion,1,0,0,0
5496,RT @mention At #sxsw &amp; want to drink free? Get the Ask Around IPhone App to find out where we are &amp; join us for drinks in #Austin.,iPad or iPhone App,Positive emotion,"['mention', 'sxsw', 'amp', 'want', 'drink', 'free', 'get', 'ask', 'around', 'iphon', 'app', 'find', 'amp', 'join', 'drink', 'austin']",Ipad or Iphone App,No emotion,1,0,0,0
5497,RT @mention At #SXSW and want to win an iPad? Get on the case with @mention @mention and @mentionR,iPad,Positive emotion,"['mention', 'sxsw', 'want', 'win', 'ipad', 'get', 'case', 'mention', 'mention', 'mentionr']",Ipad,No emotion,1,0,0,0
5498,"RT @mention At #SXSW and want to win an iPad? Get on the case with #CHAOS, @mention and @mention {link}",,No emotion toward brand or product,"['mention', 'sxsw', 'want', 'win', 'ipad', 'get', 'case', 'chao', 'mention', 'mention', 'link']",Ipad,No emotion,0,0,0,0
5499,"RT @mention At #sxsw apple has 99% marketshare, not seeing much linux.",,No emotion toward brand or product,"['mention', 'sxsw', 'appl', 'marketshar', 'see', 'much', 'linux']",Apple,No emotion,0,0,0,0
5500,RT @mention At #SXSW conf and 1 out of every 200 people have a Mac or Ipad (including me).  What happened to the PC? Is it becoming obsolete?,,No emotion toward brand or product,"['mention', 'sxsw', 'conf', 'everi', '200', 'peopl', 'mac', 'ipad', 'includ', 'happen', 'becom', 'obsolet']",Ipad,No emotion,0,0,0,0
5501,RT @mention At #sxsw even the cabbies are tech savvy. That's his iPhone streaming twitter. @mention  {link},,Positive emotion,"['mention', 'sxsw', 'even', 'cabbi', 'tech', 'savvi', 'iphon', 'stream', 'twitter', 'mention', 'link']",Iphone,No emotion,1,0,0,0
5502,"RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app",iPad or iPhone App,Positive emotion,"['mention', 'sxsw', 'present', 'mention', 'demonstr', 'paus', 'video', 'new', 'video', 'player', 'pick', 'spot', 'ipad', 'app']",Ipad or Iphone App,No emotion,1,0,0,0
5503,"RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app. #tveverywhere",iPad or iPhone App,Positive emotion,"['mention', 'sxsw', 'present', 'mention', 'demonstr', 'paus', 'video', 'new', 'video', 'player', 'pick', 'spot', 'ipad', 'app', 'tveverywher']",Ipad or Iphone App,No emotion,1,0,0,0
5504,RT @mention At #SXSW preso @mention demonstrates how u can pause a video on new video player &amp; pick up in same spot on iPad app. #tveverywhere,,No emotion toward brand or product,"['mention', 'sxsw', 'preso', 'mention', 'demonstr', 'paus', 'video', 'new', 'video', 'player', 'amp', 'pick', 'spot', 'ipad', 'app', 'tveverywher']",Ipad or Iphone App,No emotion,0,0,0,0
5505,"RT @mention At #SXSW Social Hackathon session with Google, Bing, Webtrends and Chzbrgr. Going to figure out how to do this in Mpls/St Paul #bolinsxsw",,No emotion toward brand or product,"['mention', 'sxsw', 'social', 'hackathon', 'session', 'googl', 'bing', 'webtrend', 'chzbrgr', 'go', 'figur', 'mpl', 'paul', 'bolinsxsw']",Google,No emotion,0,0,0,0
5506,RT @mention At #sxsw with an iPhone? Use FREE iSpyArt App to send your photos of the #artallaround to @mention {link},,No emotion toward brand or product,"['mention', 'sxsw', 'iphon', 'use', 'free', 'ispyart', 'app', 'send', 'photo', 'artallaround', 'mention', 'link']",Ipad or Iphone App,No emotion,0,0,0,0
5507,RT @mention At #SXSW your iphone charger is your best friend.,iPhone,Positive emotion,"['mention', 'sxsw', 'iphon', 'charger', 'best', 'friend']",Iphone,Positive emotion,1,0,1,0
5508,"RT @mention At #SXSW, Apple schools the marketing experts {link} via @mention",Apple,Positive emotion,"['mention', 'sxsw', 'appl', 'school', 'market', 'expert', 'link', 'via', 'mention']",Apple,No emotion,1,0,0,0
5509,"RT @mention At #SXSW, Apple schools the marketing experts | CNET - {link}",,No emotion toward brand or product,"['mention', 'sxsw', 'appl', 'school', 'market', 'expert', 'cnet', 'link']",Apple,No emotion,0,0,0,0
5510,RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,"['mention', 'sxsw', 'quot', 'appl', 'come', 'cool', 'technolog', 'one', 'ever', 'heard', 'confer', 'quot']",Apple,Positive emotion,1,0,1,0
5511,RT @mention At #sxsw? @mention / @mention wanna buy you a drink. 7pm at Fado on 4th. {link} Join us!,,No emotion toward brand or product,"['mention', 'sxsw', 'mention', 'mention', 'wanna', 'buy', 'drink', '7pm', 'fado', '4th', 'link', 'join']",,No emotion,0,0,0,0
5512,"RT @mention At #SXSW? come hear me speak in 40 mins. Designing iPad Interfaces - New Navigation Schemas in Ballrm A, 11:00am #UXDes @mention",,No emotion toward brand or product,"['mention', 'sxsw', 'come', 'hear', 'speak', 'min', 'design', 'ipad', 'interfac', 'new', 'navig', 'schema', 'ballrm', '00am', 'uxd', 'mention']",Ipad,No emotion,0,0,0,0
5513,RT @mention At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @ACLU in ACC 9ABC at 3:30 CST!,,No emotion toward brand or product,"['mention', 'sxsw', 'forget', 'come', 'privacybootcamp', 'startup', 'mention', 'mention', 'mention', 'aclu', 'acc', '9abc', 'cst']",,No emotion,0,0,0,0
5514,RT @mention At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @ACLU in ACC 9ABC at 3:30!,,No emotion toward brand or product,"['mention', 'sxsw', 'forget', 'come', 'privacybootcamp', 'startup', 'mention', 'mention', 'mention', 'aclu', 'acc', '9abc']",,No emotion,0,0,0,0
5515,RT @mention At #SXSW? Get the SoundCloud iPhone app {link} and start recording. Use 4sq geotagging to be on the map: {link},,No emotion toward brand or product,"['mention', 'sxsw', 'get', 'soundcloud', 'iphon', 'app', 'link', 'start', 'record', 'use', '4sq', 'geotag', 'map', 'link']",Ipad or Iphone App,No emotion,0,0,0,0
5516,RT @mention At #sxsw? Join us for a drink (or 2) tonight at 7pm. Fado Irish Pub on 4th.  {link} We'd love to meet!,,No emotion toward brand or product,"['mention', 'sxsw', 'join', 'drink', 'tonight', '7pm', 'fado', 'irish', 'pub', '4th', 'link', 'love', 'meet']",,Positive emotion,0,0,1,0
5517,RT @mention At #sxsw? We're giving away an iPad 2 to the creator of the most popular disc during interactive. Create a disc &amp; share on Twitter!,,No emotion toward brand or product,"['mention', 'sxsw', 'give', 'away', 'ipad', 'creator', 'popular', 'disc', 'interact', 'creat', 'disc', 'amp', 'share', 'twitter']",Ipad,No emotion,0,0,0,0
5518,"RT @mention At #SXSW? Your #Chaos mission is to download @mention app, check-in &amp; start playing to redeem prizes @mention Austin hot spots! {link}",,No emotion toward brand or product,"['mention', 'sxsw', 'chao', 'mission', 'download', 'mention', 'app', 'check', 'amp', 'start', 'play', 'redeem', 'prize', 'mention', 'austin', 'hot', 'spot', 'link']",Android App,No emotion,0,0,0,0
5519,"RT @mention At #SXSW? Your mission is to download @mention app, check-in &amp; play to redeem prizes @mention Austin hot spots! {link}",,No emotion toward brand or product,"['mention', 'sxsw', 'mission', 'download', 'mention', 'app', 'check', 'amp', 'play', 'redeem', 'prize', 'mention', 'austin', 'hot', 'spot', 'link']",Android App,No emotion,0,0,0,0
5520,RT @mention At #SXSW?? MindTouchers @mention @mention @mention are there giving iPad demos of MindTouch TCS! Tweet them to check it out!,,Positive emotion,"['mention', 'sxsw', 'mindtouch', 'mention', 'mention', 'mention', 'give', 'ipad', 'demo', 'mindtouch', 'tc', 'tweet', 'check']",Ipad,No emotion,1,0,0,0
5521,RT @mention At #tweethouse watching #ipad dj @mention rock out at #sxsw! Check out www.rana.co! #dotco,iPad,Positive emotion,"['mention', 'tweethous', 'watch', 'ipad', 'mention', 'rock', 'sxsw', 'check', 'www', 'rana', 'dotco']",Ipad,Positive emotion,1,0,1,0
5522,"RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW",Google,Positive emotion,"['mention', 'googl', 'peopl', 'work', 'peopl', 'rather', 'peopl', 'work', 'agileag', 'sxsw']",Google,No emotion,1,0,0,0
5523,"RT @mention At SXSW, Apple schools the marketing experts {link}  #SXSW",,No emotion toward brand or product,"['mention', 'sxsw', 'appl', 'school', 'market', 'expert', 'link', 'sxsw']",Apple,No emotion,0,0,0,0
5524,"RT @mention At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",Apple,Positive emotion,"['mention', 'sxsw', 'appl', 'school', 'market', 'expert', 'link', 'via', 'mention', 'sxsw', 'appl', 'market']",Apple,No emotion,1,0,0,0
5525,RT @mention At the airport playing my fav game:  &quot;Are You Going to #SXSW?&quot; Wearing denim on denim? You're going.  Charging 3+ Apple products? You too.,,No emotion toward brand or product,"['mention', 'airport', 'play', 'fav', 'game', 'quot', 'go', 'sxsw', 'quot', 'wear', 'denim', 'denim', 'go', 'charg', 'appl', 'product']",Apple,No emotion,0,0,0,0
5526,"RT @mention At the panel: &quot;Your mom has an ipad, designing for boomers&quot; #sxsw",,No emotion toward brand or product,"['mention', 'panel', 'quot', 'mom', 'ipad', 'design', 'boomer', 'quot', 'sxsw']",Ipad,No emotion,0,0,0,0
5527,RT @mention Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,,No emotion toward brand or product,"['mention', 'attend', 'sxsw', 'austin', 'guid', 'mention', 'free', 'download', 'itun', 'link']",,No emotion,0,0,0,0
5528,"RT @mention Attending Designing iPad Interfaces - New Navigation Schemas. With AKQA's Lynn Teo. Ballroom A. And yes, we are hiring. #sxsw",,No emotion toward brand or product,"['mention', 'attend', 'design', 'ipad', 'interfac', 'new', 'navig', 'schema', 'akqa', 'lynn', 'teo', 'ballroom', 'ye', 'hire', 'sxsw']",Ipad,No emotion,0,0,0,0
5529,"RT @mention Audience Q: What prototyping tools do you use? Sketchbooks/sharpie pens, photoshop, Balsamic, Google docs, Axsure, etc. #myprototype #sxsw",,No emotion toward brand or product,"['mention', 'audienc', 'prototyp', 'tool', 'use', 'sketchbook', 'sharpi', 'pen', 'photoshop', 'balsam', 'googl', 'doc', 'axsur', 'etc', 'myprototyp', 'sxsw']",Google,No emotion,0,0,0,0
5530,RT @mention Audioboo: The front of the Apple iPad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #Austin #Texas,,No emotion toward brand or product,"['mention', 'audioboo', 'front', 'appl', 'ipad', 'queue', 'link', 'sxsw', 'sxswsa', 'appl', 'ipad2', 'austin', 'texa']",Ipad,No emotion,0,0,0,0
5531,"RT @mention Austin, my pal @mention lost her phone, please help RT @mention I left my WHITE iPhone 4G in a cab in Austin at #SXSW Internet, please help.",,No emotion toward brand or product,"['mention', 'austin', 'pal', 'mention', 'lost', 'phone', 'pleas', 'help', 'mention', 'left', 'white', 'iphon', 'cab', 'austin', 'sxsw', 'internet', 'pleas', 'help']",Iphone,No emotion,0,0,0,0
5532,RT @mention Australian business &amp; not-for-profits may be interested in these SEO insights from Google &amp; Bing at #sxsw {link} #digibiz,,No emotion toward brand or product,"['mention', 'australian', 'busi', 'amp', 'profit', 'may', 'interest', 'seo', 'insight', 'googl', 'amp', 'bing', 'sxsw', 'link', 'digibiz']",Google,No emotion,0,0,0,0
5533,"RT @mention Available today, @mention mobile apps for #iPhone #Android #Blackberry and #windowsmobile w/ Facebook. More info: {link} #SXSW",,No emotion toward brand or product,"['mention', 'avail', 'today', 'mention', 'mobil', 'app', 'iphon', 'android', 'blackberri', 'windowsmobil', 'facebook', 'info', 'link', 'sxsw']",Ipad or Iphone App,No emotion,0,0,0,0
5534,"RT @mention Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW",iPad,Positive emotion,"['mention', 'awesom', 'hand', 'review', 'ipad', 'come', 'tomorrow', 'mention', 'guest', 'post', 'mention', 'sxsw']",Ipad,Positive emotion,1,0,1,0
5535,RT @mention Awesome new version of @mention for iPhone &amp; new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw.,iPad or iPhone App,Positive emotion,"['mention', 'awesom', 'new', 'version', 'mention', 'iphon', 'amp', 'new', 'web', 'site', 'come', 'sxsw', 'want', 'demo', 'meet', 'mention', 'sxsw']",Iphone,Positive emotion,1,0,1,0
5536,RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw.,iPad or iPhone App,Positive emotion,"['mention', 'awesom', 'new', 'version', 'mention', 'iphon', 'new', 'web', 'site', 'come', 'sxsw', 'want', 'demo', 'meet', 'mention', 'sxsw']",Iphone,Positive emotion,1,0,1,0
5537,RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw. Want a demo? Meet with @mention at #sxsw. Pls RT,iPhone,Positive emotion,"['mention', 'awesom', 'new', 'version', 'mention', 'iphon', 'new', 'web', 'site', 'come', 'sxsw', 'want', 'demo', 'meet', 'mention', 'sxsw', 'pl']",Iphone,Positive emotion,1,0,1,0
5538,RT @mention Awesome presentation on digital magazines {link} #touchingstories #SXSW #gsdm,,No emotion toward brand or product,"['mention', 'awesom', 'present', 'digit', 'magazin', 'link', 'touchingstori', 'sxsw', 'gsdm']",,Positive emotion,0,0,1,0
5539,RT @mention Awesome! First day of #SXSW and #Apple just approved our new app!!! Go and download it now and check our blog for &quot;Big Stereo&quot; #ipad2,iPad or iPhone App,Positive emotion,"['mention', 'awesom', 'first', 'day', 'sxsw', 'appl', 'approv', 'new', 'app', 'download', 'check', 'blog', 'quot', 'big', 'stereo', 'quot', 'ipad2']",Ipad or Iphone App,Positive emotion,1,0,1,0
5540,"RT @mention Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",Other Google product or service,Positive emotion,"['mention', 'backupifi', 'announc', 'cloudsight', 'search', 'first', 'searchabl', 'archiv', 'solut', 'social', 'media', 'googl', 'app', 'sxsw', 'sxswi', 'link']",Android App,No emotion,1,0,0,0
5541,RT @mention Bad news update: the pop-up Apple Store is out of iPads! Not sure if they will have more by tomorrow. #SXSW,,No emotion toward brand or product,"['mention', 'bad', 'news', 'updat', 'pop', 'appl', 'store', 'ipad', 'sure', 'tomorrow', 'sxsw']",Ipad,No emotion,0,0,0,0
5542,RT @mention Badgeless event! Free Drinks! ÛÏ@mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxswÛ,Other Google product or service,Positive emotion,"['mention', 'badgeless', 'event', 'free', 'drink', 'mention', 'head', 'free', 'googl', 'sponsor', 'happi', 'hour', 'semant', 'web', 'austin', 'mention', 'fogo', 'chìáo', 'sxsw']",Google,No emotion,1,0,0,0
5543,RT @mention Badger @mention on Angel News #sxsw {link} - nice one. Also we're giving away a free iPad 2 - {link} #contest,,No emotion toward brand or product,"['mention', 'badger', 'mention', 'angel', 'news', 'sxsw', 'link', 'nice', 'one', 'also', 'give', 'away', 'free', 'ipad', 'link', 'contest']",Ipad,Positive emotion,0,0,1,0
5544,RT @mention Barton Hollow is a free song download &amp; featured album on @mention @mention 2011 Featured Mix! {link} #iTunes #sxsw,,No emotion toward brand or product,"['mention', 'barton', 'hollow', 'free', 'song', 'download', 'amp', 'featur', 'album', 'mention', 'mention', '2011', 'featur', 'mix', 'link', 'itun', 'sxsw']",,No emotion,0,0,0,0
5545,"RT @mention Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW",,No emotion toward brand or product,"['mention', 'beauti', 'day', 'austin', 'come', 'grab', 'slice', 'two', 'check', 'googl', 'get', 'deal', 'sxswi', 'sxsw']",Google,Positive emotion,0,0,1,0
5546,"RT @mention Before It Even Begins, #Apple Wins #SXSW {link} by @mention",Apple,Positive emotion,"['mention', 'even', 'begin', 'appl', 'win', 'sxsw', 'link', 'mention']",Apple,No emotion,1,0,0,0
5547,"RT @mention Before it even begins, Apple wins #SXSW {link}",Apple,Positive emotion,"['mention', 'even', 'begin', 'appl', 'win', 'sxsw', 'link']",Apple,No emotion,1,0,0,0
5548,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",Apple,Positive emotion,"['mention', 'even', 'begin', 'appl', 'win', 'sxsw', 'link', 'mention', 'mention']",Apple,No emotion,1,0,0,0
5549,"RT @mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,Positive emotion,"['mention', 'even', 'begin', 'appl', 'win', 'sxsw', 'link', 'mention']",Apple,No emotion,1,0,0,0
5550,"RT @mention Before It Even Begins, Apple WinsåÊ#SxSW, {link} -&gt; gonna get sum! via @mention",Apple,Positive emotion,"['mention', 'even', 'begin', 'appl', 'winsåê', 'sxsw', 'link', 'gonna', 'get', 'sum', 'via', 'mention']",Apple,No emotion,1,0,0,0
5551,RT @mention Behaviour diff. Lots of phone calls while using ipad/laptop. Notsomuch with the mobiles internets. #sxsw,,No emotion toward brand or product,"['mention', 'behaviour', 'diff', 'lot', 'phone', 'call', 'use', 'ipad', 'laptop', 'notsomuch', 'mobil', 'internet', 'sxsw']",Ipad,No emotion,0,0,0,0
5552,RT @mention Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,,No emotion toward brand or product,"['mention', 'behind', '100', 'email', 'give', 'line', 'iphon', 'compos', 'repli', 'sxsw', 'protip']",Iphone,No emotion,0,0,0,0
5553,RT @mention Ben benieuwd! RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,,No emotion toward brand or product,"['mention', 'ben', 'benieuwd', 'mention', 'interrupt', 'regularli', 'schedul', 'sxsw', 'geek', 'program', 'big', 'news', 'link', 'googl', 'circl']",Google,No emotion,0,0,0,0
5554,"RT @mention Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",,Positive emotion,"['mention', 'best', 'brand', 'market', 'sxsw', 'mention', 'solar', 'power', 'carousel', 'mention', 'rock', 'roll', 'trailer', 'park', 'appl', 'ipad2', 'pop', 'shop']",Apple,Positive emotion,1,0,1,0
5555,RT @mention Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw,iPad,Positive emotion,"['mention', 'best', 'ipad', 'design', 'big', 'chunki', 'element', 'gener', 'space', 'clariti', 'trump', 'densiti', 'tap', 'qualiti', 'trump', 'tap', 'quantiti', 'tapworthi', 'sxsw']",Ipad,Positive emotion,1,0,1,0
5556,RT @mention Best pickup-line at #SXSW: Do you have an iPhone charger?,,No emotion toward brand or product,"['mention', 'best', 'pickup', 'line', 'sxsw', 'iphon', 'charger']",Iphone,Positive emotion,0,0,1,0
5557,"RT @mention BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}",iPhone,Positive emotion,"['mention', 'best', 'swag', 'ever', 'thank', 'mention', 'charg', 'iphon', 'thank', 'sxsw', 'link']",Iphone,Positive emotion,1,0,1,0
5558,RT @mention best thing abt @mention for #SXSW?  great food &amp; drink w/patio &amp; plenty of free parking | 5-10 min N of &quot;the mess&quot; {link},,No emotion toward brand or product,"['mention', 'best', 'thing', 'abt', 'mention', 'sxsw', 'great', 'food', 'amp', 'drink', 'patio', 'amp', 'plenti', 'free', 'park', 'min', 'quot', 'mess', 'quot', 'link']",,Positive emotion,0,0,1,0
5559,RT @mention Best thing heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,,No emotion toward brand or product,"['mention', 'best', 'thing', 'heard', 'sxsw', 'quot', 'gave', 'ipad', 'money', 'japan', 'relief', 'need', 'ipad', 'quot', 'mention', 'mention']",Ipad,Positive emotion,0,0,1,0
5560,RT @mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,,No emotion toward brand or product,"['mention', 'best', 'thing', 'heard', 'sxsw', 'quot', 'gave', 'ipad', 'money', 'japan', 'relief', 'need', 'ipad', 'quot', 'mention', 'mention']",Ipad,Positive emotion,0,0,1,0
5561,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my #iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,,No emotion toward brand or product,"['mention', 'best', 'thing', 'heard', 'weekend', 'sxsw', 'quot', 'gave', 'ipad', 'money', 'japan', 'relief', 'need', 'ipad', 'quot']",Ipad,Positive emotion,0,0,1,0
5562,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don'Û_ (cont) {link},,No emotion toward brand or product,"['mention', 'best', 'thing', 'heard', 'weekend', 'sxsw', 'quot', 'gave', 'ipad', 'money', 'japan', 'relief', 'cont', 'link']",Ipad,Positive emotion,0,0,1,0
5563,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't ne... {link},,I can't tell,"['mention', 'best', 'thing', 'heard', 'weekend', 'sxsw', 'quot', 'gave', 'ipad', 'money', 'japan', 'relief', 'link']",Ipad,Positive emotion,0,0,1,0
5564,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,,No emotion toward brand or product,"['mention', 'best', 'thing', 'heard', 'weekend', 'sxsw', 'quot', 'gave', 'ipad', 'money', 'japan', 'relief', 'need', 'ipad', 'quot']",Ipad,Positive emotion,0,0,1,0
5565,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention,iPad,Negative emotion,"['mention', 'best', 'thing', 'heard', 'weekend', 'sxsw', 'quot', 'gave', 'ipad', 'money', 'japan', 'relief', 'need', 'ipad', 'quot', 'mention']",Ipad,Positive emotion,0,1,1,0
5566,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,iPad,Negative emotion,"['mention', 'best', 'thing', 'heard', 'weekend', 'sxsw', 'quot', 'gave', 'ipad', 'money', 'japan', 'relief', 'need', 'ipad', 'quot', 'mention', 'mention']",Ipad,Positive emotion,0,1,1,0
5567,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; @mention,iPad,Negative emotion,"['mention', 'best', 'thing', 'heard', 'weekend', 'sxsw', 'quot', 'gave', 'ipad', 'money', 'japan', 'relief', 'need', 'ipad', 'quot', 'mention']",Ipad,Positive emotion,0,1,1,0
5568,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; &lt;Amen!&gt;,,Negative emotion,"['mention', 'best', 'thing', 'heard', 'weekend', 'sxsw', 'quot', 'gave', 'ipad', 'money', 'japan', 'relief', 'need', 'ipad', 'quot', 'amen']",Ipad,Positive emotion,0,1,1,0
5569,RT @mention Best thing I've heard this wknd @mention #SXSW &quot;I gave my iPad 2 money 2 #Japan relief. I don't need iPad 2&quot;(@mention @mention),,Negative emotion,"['mention', 'best', 'thing', 'heard', 'wknd', 'mention', 'sxsw', 'quot', 'gave', 'ipad', 'money', 'japan', 'relief', 'need', 'ipad', 'quot', 'mention', 'mention']",Ipad,Positive emotion,0,1,1,0
5570,RT @mention Best thing I've heard this wknd at #SXSW &quot;Gave my iPad 2 $ to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,,No emotion toward brand or product,"['mention', 'best', 'thing', 'heard', 'wknd', 'sxsw', 'quot', 'gave', 'ipad', 'japan', 'relief', 'need', 'ipad', 'quot', 'mention', 'mention']",Ipad,Positive emotion,0,0,1,0
5571,RT @mention Best thing I've heard this wknd at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,,No emotion toward brand or product,"['mention', 'best', 'thing', 'heard', 'wknd', 'sxsw', 'quot', 'gave', 'ipad', 'money', 'japan', 'relief', 'need', 'ipad', 'quot']",Ipad,Positive emotion,0,0,1,0
5572,RT @mention Better get in line now. RT @mention Apple is opening up a temp store in downtown Austin for #SXSW &amp; iPad 2 launch {link},Apple,Positive emotion,"['mention', 'better', 'get', 'line', 'mention', 'appl', 'open', 'temp', 'store', 'downtown', 'austin', 'sxsw', 'amp', 'ipad', 'launch', 'link']",Ipad,No emotion,1,0,0,0
